GameId,Team1Id,Team2Id,ResultOfTeam1,URL,Date,nb_rows_in_Actions,random_value,SUM(Actions.OffensiveRebounds),SUM(Actions.FreeThrowsMade),SUM(Actions.BlockedShots),SUM(Actions.Points),SUM(Actions.FieldGoalAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.TotalRebounds),SUM(Actions.Turnovers),SUM(Actions.3PointAttempts),SUM(Actions.Minutes),SUM(Actions.PersonalFouls),SUM(Actions.DefensiveRebounds),SUM(Actions.Assists),SUM(Actions.FreeThrowAttempts),SUM(Actions.FieldGoalsMade),SUM(Actions.Steals),STD(Actions.OffensiveRebounds),STD(Actions.FreeThrowsMade),STD(Actions.BlockedShots),STD(Actions.Points),STD(Actions.FieldGoalAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.TotalRebounds),STD(Actions.Turnovers),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.PersonalFouls),STD(Actions.DefensiveRebounds),STD(Actions.Assists),STD(Actions.FreeThrowAttempts),STD(Actions.FieldGoalsMade),STD(Actions.Steals),MAX(Actions.OffensiveRebounds),MAX(Actions.FreeThrowsMade),MAX(Actions.BlockedShots),MAX(Actions.Points),MAX(Actions.FieldGoalAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.TotalRebounds),MAX(Actions.Turnovers),MAX(Actions.Minutes),MAX(Actions.PersonalFouls),MAX(Actions.DefensiveRebounds),MAX(Actions.Assists),MAX(Actions.FreeThrowAttempts),MAX(Actions.FieldGoalsMade),MAX(Actions.Steals),SKEW(Actions.OffensiveRebounds),SKEW(Actions.FreeThrowsMade),SKEW(Actions.BlockedShots),SKEW(Actions.Points),SKEW(Actions.FieldGoalAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.TotalRebounds),SKEW(Actions.Turnovers),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.PersonalFouls),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.FieldGoalsMade),SKEW(Actions.Steals),MIN(Actions.PlusMinus),MEAN(Actions.OffensiveRebounds),MEAN(Actions.FreeThrowsMade),MEAN(Actions.BlockedShots),MEAN(Actions.Points),MEAN(Actions.FieldGoalAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.TotalRebounds),MEAN(Actions.Turnovers),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.PersonalFouls),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.FieldGoalsMade),MEAN(Actions.Steals),MODE(Actions.TeamId),MODE(Actions.PlayerId),DAY(Date),MONTH(Date),WEEKDAY(Date),NUM_CHARACTERS(URL),add_numerical
15,26,27,1,http://www.nba.com/games/20140402/CLEORL/gameinfo.html,2014-04-02,25,0.18280011504399774,16.0,36.0,5.0,191.0,135.0,5.0,64.0,31.0,75.0,28800.0,41.0,48.0,32.0,48.0,68.0,20.0,0.6377042156569663,2.1617893822787946,0.5773502691896257,6.756971708292603,4.769696007084728,0.5,15.806116959371563,2.5508168626278653,0.9255628917943215,0.49999999999999994,598.5529077143751,1.4966629547095764,2.3965252624024918,1.4866068747318506,2.580697580112788,2.47521042876493,1.1547005383792515,2.0,7.0,2.0,24.0,16.0,2.0,33.0,10.0,3.0,2241.0,5.0,9.0,6.0,8.0,9.0,5.0,0.47278469419668034,1.3664794708860521,2.823995881905777,1.0719188435443616,0.9421040505847718,2.608695652173912,0.14354593938438567,1.4387607357803789,0.16285864248125545,0.43478260869565194,-0.2717711643965571,0.7595832171394945,1.879155841959943,1.4598177435713797,1.2500023547214794,1.1738863537158477,2.188596808476977,-32.0,0.64,1.44,0.2,7.64,5.4,0.2,2.56,1.24,0.4,1152.0,1.64,1.92,1.28,1.92,2.72,0.8,6.0,65.0,2.0,4.0,2.0,54.0,69
16,21,24,-1,http://www.nba.com/games/20140402/CHAPHI/gameinfo.html,2014-04-02,25,0.9366850258584597,15.0,37.0,8.0,217.0,157.0,8.0,71.0,29.0,75.0,28800.0,36.0,56.0,49.0,44.0,80.0,13.0,1.3228756555322954,2.1236760581595298,0.7483314773547882,7.075309180523491,4.439594576084622,0.6271629240742259,12.479983974348688,3.077878056930348,1.4047538337136984,0.5,650.854886540259,1.3564659966250534,2.2781571499789037,2.207562758639793,2.203784623475413,2.516611478423583,0.8225975119502045,5.0,8.0,3.0,26.0,16.0,2.0,28.0,11.0,4.0,2011.0,4.0,8.0,8.0,8.0,10.0,3.0,2.4649856935384387,1.8033589909340684,2.623849692533079,0.7564977272266927,0.3380252030521944,1.857683167558082,0.409896362480004,1.0488219712757703,0.8686092248879269,0.434782608695652,-0.6703762683939836,0.7363387862319827,0.9191978871416396,1.0904938495971128,1.3213628110796922,0.8285904647886868,1.639541552051347,-20.0,0.6,1.48,0.32,8.68,6.28,0.32,2.84,1.16,0.4,1152.0,1.44,2.24,1.96,1.76,3.2,0.52,27.0,319.0,2.0,4.0,2.0,54.0,60
17,5,17,-1,http://www.nba.com/games/20140402/HOUTOR/gameinfo.html,2014-04-02,26,0.8756726804174303,16.0,46.0,6.0,216.0,162.0,6.0,79.0,20.0,75.0,28800.0,41.0,63.0,53.0,61.0,77.0,6.0,1.1503622617824931,1.9510680835549197,0.5228129047119373,6.793869785819174,4.796873982084583,0.5228129047119374,14.713938969562163,3.0506829836393465,1.0,0.5,549.6432176118129,1.468559384794046,2.535087112244206,1.87794213613377,2.754995462791182,2.64449112937316,0.597215762238964,4.0,7.0,2.0,25.0,18.0,2.0,25.0,10.0,4.0,2048.0,5.0,9.0,5.0,10.0,10.0,2.0,2.215450634490393,0.9388106753969601,2.196698558581958,0.6690662569851427,0.940464561751864,2.196698558581958,-0.2359486550156388,0.7731594924603102,1.793478260869565,0.434782608695652,-0.6613497747886021,0.601547599804483,1.0420856566764054,0.18112451893232534,1.13583919430634,1.0670081313633888,2.4432760053471005,-28.0,0.64,1.84,0.24,8.64,6.48,0.24,3.16,0.8,0.4,1152.0,1.64,2.52,2.12,2.44,3.08,0.24,24.0,256.0,2.0,4.0,2.0,54.0,38
18,15,23,-1,http://www.nba.com/games/20140402/BOSWAS/gameinfo.html,2014-04-02,25,0.0893086398781906,13.0,51.0,4.0,210.0,162.0,4.0,83.0,28.0,78.0,28800.0,55.0,70.0,39.0,69.0,70.0,15.0,0.7615773105863909,2.7052655208798893,0.36794648440311994,8.447120583598068,6.1923029144749835,0.3679464844031199,6.609084656743322,3.5667265751019475,1.262476199318686,0.4961389383568338,883.1552873297321,1.7510436448455091,3.259070183585875,2.1587033144922905,3.3816245526942543,2.8950886793910926,0.7575263387144725,3.0,10.0,1.0,29.0,19.0,1.0,15.0,15.0,4.0,2407.0,5.0,13.0,8.0,12.0,10.0,2.0,1.765845131561786,1.7380985497836259,2.038339899392284,0.9454372564787884,0.8041042258222788,2.038339899392284,0.21795396265751515,1.6057057344314325,1.1369150452917702,0.5038911092686593,0.07969505468201289,0.051864990793435324,1.5896450466567629,1.8738398882913518,1.473526689427813,0.9753720382925944,0.914858606491093,-14.0,0.5,1.9615384615384615,0.15384615384615385,8.076923076923077,6.230769230769231,0.15384615384615385,3.1923076923076925,1.0769230769230769,0.38461538461538464,1107.6923076923076,2.1153846153846154,2.6923076923076925,1.5,2.6538461538461537,2.6923076923076925,0.5769230769230769,5.0,52.0,2.0,4.0,2.0,54.0,55
19,16,22,1,http://www.nba.com/games/20140402/CHIATL/gameinfo.html,2014-04-02,24,0.10836271378288953,16.0,43.0,6.0,210.0,153.0,6.0,70.0,35.0,75.0,28800.0,46.0,54.0,49.0,51.0,77.0,18.0,0.8602325267042626,2.3007245235649862,0.4358898943540673,7.404953297174354,4.772490614623215,0.5972157622389639,16.09606577190008,2.533114025595111,1.6072751268321592,0.5,655.8830561413622,1.518771433319269,2.1150256105620406,2.745906043549196,2.7459060435491964,2.8124722220850464,0.9363047936792092,3.0,8.0,1.0,25.0,15.0,2.0,30.0,8.0,7.0,2183.0,5.0,7.0,10.0,10.0,10.0,3.0,1.6610708426848908,1.4215713035769788,1.2966976262249144,0.6252087866325517,0.4267133258742095,2.4432760053471,0.3169469184087005,0.8960923140841125,1.9633727740337643,0.434782608695652,-0.22306864426288406,0.9136728448348417,0.9208303916558972,1.7646761389574264,1.4509181368372719,0.8518329855392959,1.2813161251044274,-26.0,0.64,1.72,0.24,8.4,6.12,0.24,2.8,1.4,0.4,1152.0,1.84,2.16,1.96,2.04,3.08,0.72,23.0,180.0,2.0,4.0,2.0,54.0,58
20,18,19,1,http://www.nba.com/games/20140402/MILMIA/gameinfo.html,2014-04-02,26,0.6049881325061657,16.0,33.0,6.0,197.0,150.0,6.0,75.0,29.0,72.0,28800.0,36.0,59.0,51.0,41.0,72.0,20.0,0.9168313422570846,1.6368713529434609,0.5316095330711949,7.413144416840099,5.526615443548571,0.531609533071195,8.350995775042794,3.040487661114793,1.6145847942957392,0.5036101551853348,841.1442517035429,1.2510864843424487,2.466808652396094,2.3648237364226166,2.0742555849952673,2.7346409032202414,1.0494995356656043,3.0,5.0,2.0,23.0,17.0,2.0,22.0,11.0,5.0,2453.0,4.0,9.0,8.0,7.0,8.0,3.0,1.1214856198228484,0.8263156261369715,2.131013577432246,0.6497563073453847,0.630740860501391,2.131013577432246,1.1087450124997598,1.2473948969416984,1.1867076824870488,0.36102961774325276,-0.11814903886644698,0.21799234196875997,1.2962812811668676,0.9996099786674669,1.0001305194963268,0.5427197996877183,0.6063496121130222,-14.0,0.6666666666666666,1.375,0.25,8.208333333333334,6.25,0.25,3.125,1.2083333333333333,0.4166666666666667,1200.0,1.5,2.4583333333333335,2.125,1.7083333333333333,3.0,0.8333333333333334,16.0,192.0,2.0,4.0,2.0,54.0,58
21,9,14,-1,http://www.nba.com/games/20140402/MEMMIN/gameinfo.html,2014-04-02,26,0.10434466533584663,19.0,18.0,8.0,173.0,150.0,8.0,77.0,26.0,78.0,28799.0,28.0,58.0,40.0,23.0,71.0,15.0,1.4016473824094935,1.5170822197687446,0.5491251783869153,5.7337060105471584,4.554625712900609,0.5491251783869153,12.319090875547595,3.526820315590452,1.469693845669907,0.4961389383568338,819.5591469714773,1.1286479317511526,2.388433667618882,2.044128552332641,1.7737400728838049,2.341925571963248,0.6433087546786177,6.0,6.0,2.0,19.0,15.0,2.0,18.0,16.0,5.0,2724.0,4.0,10.0,8.0,6.0,7.0,2.0,2.7881388141404706,2.430873011721859,1.6445452877294522,0.5778398688320503,0.34092885350777663,1.6445452877294517,-0.3137447493584152,2.1918268164367456,1.7199349274172007,0.5038911092686594,0.12562178851988737,0.9234682508865565,1.4978017871085252,1.7208668430303555,1.9588958834821217,0.635108688725538,0.667436944728476,-27.0,0.7307692307692307,0.6923076923076923,0.3076923076923077,6.653846153846154,5.769230769230769,0.3076923076923077,2.9615384615384617,1.0,0.38461538461538464,1107.6538461538462,1.0769230769230769,2.230769230769231,1.5384615384615385,0.8846153846153846,2.730769230769231,0.5769230769230769,18.0,217.0,2.0,4.0,2.0,54.0,43
22,3,28,-1,http://www.nba.com/games/20140402/GSWSAS/gameinfo.html,2014-04-02,25,0.36513655993384975,23.0,15.0,9.0,190.0,176.0,9.0,84.0,25.0,78.0,28800.0,28.0,61.0,55.0,22.0,83.0,14.0,1.2108483993274493,1.101746864686328,0.7452413135250993,6.540759777085417,5.248296426900389,0.6287961636211018,9.16515138991168,3.6475492299097736,1.2483835702465562,0.49613893835683387,736.802104732649,1.2303845552696742,2.71208123318322,2.87509197177305,1.4336612624272915,2.8847076908308162,0.7060180864974624,4.0,4.0,3.0,24.0,18.0,2.0,15.0,16.0,5.0,2167.0,5.0,12.0,10.0,5.0,10.0,3.0,1.2626322537907693,1.9274610280749769,2.460672778829584,1.036624986750783,0.750903263221923,1.6831619211223612,-0.3086744014028645,1.9424926721274272,1.5479049213067855,0.5038911092686594,-0.02364801194725508,1.3785431588178187,2.0005845271633396,1.4940895572370796,1.6148303794993928,0.972609537620106,1.7005474886724912,-19.0,0.8846153846153846,0.5769230769230769,0.34615384615384615,7.3076923076923075,6.769230769230769,0.34615384615384615,3.230769230769231,0.9615384615384616,0.38461538461538464,1107.6923076923076,1.0769230769230769,2.3461538461538463,2.1153846153846154,0.8461538461538461,3.1923076923076925,0.5384615384615384,9.0,103.0,2.0,4.0,2.0,54.0,52
23,10,12,1,http://www.nba.com/games/20140402/NOPDEN/gameinfo.html,2014-04-02,26,0.5033321668657289,12.0,29.0,4.0,210.0,168.0,4.0,71.0,24.0,75.0,28799.0,32.0,59.0,52.0,32.0,80.0,12.0,1.0456258094238746,1.4047538337136984,0.4725815626252608,6.800735254367722,5.6014878975738815,0.4725815626252608,12.332207155790618,2.853068523537421,1.171893055416463,0.5,763.5035734472149,1.2423096769056148,2.196208854670551,2.59679289380831,1.514375558880073,2.7838821814150108,0.8717797887081346,4.0,4.0,2.0,22.0,18.0,2.0,21.0,9.0,4.0,2138.0,4.0,8.0,10.0,4.0,10.0,4.0,2.43439533820691,0.9666375321387314,3.143159210967551,0.10315467200705121,0.308218772702484,3.143159210967551,-0.2748508460134466,0.8656158590623899,1.433966931362504,0.434782608695652,-0.4142967650277999,0.4095437527453951,0.7816037183397047,1.7513423500735603,0.8113596580363261,0.49372565494036275,2.9372563638576503,-25.0,0.48,1.16,0.16,8.4,6.72,0.16,2.84,0.96,0.4,1151.96,1.28,2.36,2.08,1.28,3.2,0.48,28.0,27.0,2.0,4.0,2.0,54.0,46
24,13,29,1,http://www.nba.com/games/20140402/LACPHX/gameinfo.html,2014-04-02,26,0.9561336932801923,16.0,53.0,19.0,244.0,166.0,19.0,82.0,27.0,78.0,28800.0,54.0,66.0,55.0,70.0,87.0,13.0,0.8038369524685003,2.821074536140713,1.185164707800306,8.662918321567728,5.185185999185935,1.0023050357128735,14.308039698015934,2.9757998278420237,1.076318511622623,0.49613893835683387,676.7577273577757,1.5211331808379416,2.403843076921108,2.8750919717730503,3.461435895916384,3.333974297349129,0.7615773105863908,2.0,9.0,4.0,34.0,19.0,4.0,29.0,13.0,4.0,2007.0,5.0,11.0,12.0,10.0,14.0,2.0,0.8441655070566307,1.1156741592667816,1.5063924017261012,1.2664172512602758,0.7798706391055233,1.6264194982648823,0.27729622918268343,1.5946332136092356,1.1696947788515883,0.5038911092686594,-0.5922586650601799,0.22947967563489677,1.7924793976764815,2.139550746345241,1.0336207649290559,1.531055075605959,1.1772300877078574,-21.0,0.6153846153846154,2.0384615384615383,0.7307692307692307,9.384615384615385,6.384615384615385,0.7307692307692307,3.1538461538461537,1.0384615384615385,0.38461538461538464,1107.6923076923076,2.076923076923077,2.5384615384615383,2.1153846153846154,2.6923076923076925,3.3461538461538463,0.5,10.0,116.0,2.0,4.0,2.0,54.0,67
25,2,11,-1,http://www.nba.com/games/20140402/LALSAC/gameinfo.html,2014-04-02,27,0.07131934482578539,24.0,55.0,8.0,220.0,157.0,8.0,74.0,27.0,78.0,28800.0,50.0,50.0,35.0,63.0,73.0,14.0,1.5472059183722617,2.9438331892540797,0.5491251783869153,8.125174554337988,6.062875682253558,0.4706787243316417,7.177743377970544,3.3668062931188385,1.3994504415882467,0.49613893835683387,922.2555294160408,1.5472059183722617,2.3138379705256273,2.448547450098653,3.336741847048728,2.842804682270392,0.8593378488473195,6.0,11.0,2.0,23.0,17.0,1.0,19.0,11.0,5.0,2543.0,5.0,10.0,9.0,12.0,9.0,3.0,1.9634863735431185,1.7120945356551565,1.6445452877294522,0.3551406522903561,0.5010655484906775,0.885246443332081,-0.0914014149119125,1.186416754795868,1.444288186779911,0.5038911092686593,0.010596819830131513,-0.0020768842538008052,1.8431088203833939,2.2560284934495836,1.5370423576150616,0.5955500789012437,1.920083006018229,-20.0,0.9230769230769231,2.1153846153846154,0.3076923076923077,8.461538461538462,6.038461538461538,0.3076923076923077,2.8461538461538463,1.0384615384615385,0.38461538461538464,1107.6923076923076,1.9230769230769231,1.9230769230769231,1.3461538461538463,2.423076923076923,2.8076923076923075,0.5384615384615384,13.0,154.0,2.0,4.0,2.0,54.0,37
26,28,30,-1,http://www.nba.com/games/20140403/SASOKC/gameinfo.html,2014-04-03,26,0.49470401759802507,22.0,34.0,10.0,209.0,182.0,10.0,99.0,18.0,81.0,28800.0,39.0,77.0,42.0,47.0,79.0,15.0,1.3311948663061213,2.030395804395567,1.005681863909264,9.247006137508642,7.608662030326874,0.6292943635623919,5.43492976389406,4.411523371981436,0.9999999999999999,0.49210287762341137,977.8280484357625,1.6486202467362574,3.5809721896939974,2.4231786710424124,2.535783790112917,3.668220339052775,0.8473185457363234,6.0,8.0,4.0,31.0,24.0,2.0,11.0,15.0,3.0,2763.0,6.0,11.0,10.0,10.0,12.0,3.0,2.584386125943206,2.0602844054641194,2.8345984228759176,1.0916000742051002,0.8883503372043693,1.5314629575554655,-0.25615556418939167,1.1669760892999261,1.4953846153846162,0.5689867154450456,0.2130547599857576,0.9956868097501108,0.9826184021819928,2.0375272510529623,1.7972681278246625,1.2907448186661754,1.4516382371061227,-14.0,0.8148148148148148,1.2592592592592593,0.37037037037037035,7.7407407407407405,6.7407407407407405,0.37037037037037035,3.6666666666666665,0.6666666666666666,0.37037037037037035,1066.6666666666667,1.4444444444444444,2.8518518518518516,1.5555555555555556,1.7407407407407407,2.925925925925926,0.5555555555555556,11.0,14.0,2.0,4.0,2.0,54.0,83
27,4,13,1,http://www.nba.com/games/20140403/DALLAC/gameinfo.html,2014-04-03,26,0.33363316921586217,21.0,29.0,8.0,200.0,169.0,8.0,81.0,31.0,78.0,28799.0,34.0,60.0,36.0,35.0,78.0,19.0,1.0590271297461937,2.0654669801654655,0.7358929688062399,8.317544016206854,6.8949256703752795,0.5491251783869153,7.299315036357864,3.011005454354715,1.3570329625836144,0.49613893835683387,785.9887501641581,1.225372784722454,2.54195563720897,1.5251733823253821,2.189836664088127,3.2619012860600183,1.313246124919234,3.0,7.0,3.0,28.0,26.0,2.0,13.0,12.0,4.0,2390.0,4.0,10.0,6.0,8.0,11.0,5.0,0.8522976273799859,2.0754984046963125,2.6907630868871624,1.2235360106183697,1.2377939478202014,1.6445452877294524,-0.47132029487412397,1.1469040880097372,0.9754560265806045,0.5038911092686593,-0.033125970474328505,0.4849644961035814,1.5094302613863186,1.2631923189282894,1.9206029995516678,1.1611614370885397,2.264037276621784,-16.0,0.8076923076923077,1.1153846153846154,0.3076923076923077,7.6923076923076925,6.5,0.3076923076923077,3.1153846153846154,1.1923076923076923,0.38461538461538464,1107.6538461538462,1.3076923076923077,2.3076923076923075,1.3846153846153846,1.3461538461538463,3.0,0.7307692307692307,28.0,347.0,3.0,4.0,3.0,54.0,45
28,9,10,1,http://www.nba.com/games/20140404/DENMEM/gameinfo.html,2014-04-04,26,0.9928898043906358,20.0,40.0,13.0,220.0,173.0,13.0,87.0,17.0,78.0,28800.0,41.0,67.0,50.0,49.0,80.0,11.0,1.4228898005873065,2.158346945804019,0.8124038404635959,8.79195436398879,6.474209188417117,1.0295630140987,7.730459236035075,4.049121462167394,0.891843380524078,0.4961389383568338,941.0190548221972,1.6534346536365307,3.0354317903464993,3.199038317033129,2.5349859656719693,3.3695468766358116,0.8086075400626399,5.0,7.0,3.0,26.0,23.0,5.0,17.0,15.0,3.0,2379.0,5.0,11.0,11.0,8.0,10.0,3.0,1.885691146271952,1.3524649097497685,1.6971705574423153,0.6911689173528316,0.7876049345988954,3.5735989275408784,0.3230497112238206,1.4231490886740155,1.1440455802415859,0.5038911092686593,0.03775379110702095,0.5149492911262641,1.4429952125502183,1.9894734144999737,1.1615282232982314,0.811549132760147,1.9903496875396525,-15.0,0.7692307692307693,1.5384615384615385,0.5,8.461538461538462,6.653846153846154,0.5,3.3461538461538463,0.6538461538461539,0.38461538461538464,1107.6923076923076,1.5769230769230769,2.576923076923077,1.9230769230769231,1.8846153846153846,3.076923076923077,0.4230769230769231,4.0,39.0,3.0,4.0,3.0,54.0,48
29,24,27,1,http://www.nba.com/games/20140404/ORLCHA/gameinfo.html,2014-04-04,26,0.3652542632794401,24.0,61.0,8.0,192.0,163.0,8.0,84.0,31.0,78.0,28800.0,53.0,60.0,34.0,70.0,61.0,16.0,1.293772064100224,3.1361416765485286,0.7358929688062398,8.109633397765514,6.050174822648961,0.5491251783869152,7.509993342207435,3.9729857015367402,1.3272296189953197,0.4961389383568338,878.6555078860324,1.9283312833798913,2.9902405357326125,1.407671290301277,3.663541791973781,2.7120812331832207,0.8521466107154603,5.0,10.0,3.0,24.0,22.0,2.0,17.0,15.0,5.0,2499.0,6.0,12.0,4.0,12.0,8.0,2.0,1.5941757108771708,1.380393620733212,2.6907630868871624,0.760606736031879,0.8322437930451161,1.6445452877294522,-0.15039062921212892,1.5979016847086585,1.2864568092433806,0.5038911092686594,0.12020977271554824,0.5576323777425113,1.6805070964757145,0.7070838353844698,1.4140161332080303,0.8275581530319852,0.870185264371621,-17.0,0.9230769230769231,2.3461538461538463,0.3076923076923077,7.384615384615385,6.269230769230769,0.3076923076923077,3.230769230769231,1.1923076923076923,0.38461538461538464,1107.6923076923076,2.0384615384615383,2.3076923076923075,1.3076923076923077,2.6923076923076925,2.3461538461538463,0.6153846153846154,9.0,103.0,4.0,4.0,4.0,54.0,81
30,17,25,1,http://www.nba.com/games/20140404/INDTOR/gameinfo.html,2014-04-04,26,0.40665029636671657,23.0,34.0,15.0,182.0,165.0,17.0,88.0,27.0,78.0,28800.0,41.0,65.0,36.0,41.0,64.0,13.0,1.3061982415214954,1.6677944901990958,1.2057554287027508,7.4833147735478835,6.869889709113576,0.8458041235325204,10.943491216243562,3.753152521035329,1.112861868545031,0.4961389383568338,727.8496970793225,1.527693082345454,2.7604347483684526,2.299163727565709,2.0429993034375107,3.0754611911811764,0.8124038404635961,5.0,4.0,5.0,29.0,24.0,3.0,20.0,16.0,4.0,2205.0,5.0,12.0,10.0,6.0,13.0,3.0,1.8628667087179496,0.6450281150375808,2.5486228797842303,1.1812946892529157,1.1211538949583406,1.1924772207602679,-0.5320646926584577,1.8378317151139756,0.8623058766917542,0.5038911092686594,-0.43078428437516914,0.8632107950374132,1.9653414570296397,2.8239502998172488,0.8100807808796513,1.8859806340158036,1.6971705574423153,-21.0,0.8846153846153846,1.3076923076923077,0.5769230769230769,7.0,6.346153846153846,0.6538461538461539,3.3846153846153846,1.0384615384615385,0.38461538461538464,1107.6923076923076,1.5769230769230769,2.5,1.3846153846153846,1.5769230769230769,2.4615384615384617,0.5,24.0,293.0,4.0,4.0,4.0,54.0,73
