GameId,TeamId,PlayerId,Minutes,FieldGoalsMade,FieldGoalAttempts,3PointsMade,3PointAttempts,FreeThrowsMade,FreeThrowAttempts,PlusMinus,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assists,PersonalFouls,Steals,Turnovers,BlockedShots,BlocksAgainst,Points,Starter,random_value,add_numerical
1,7,78,2605,5,14,3,3,0,0,12,0,3,3,4,2,1,1,0,0,13,1,0.3660826165949298,1
1,7,79,2359,11,19,3,3,8,8,13,0,8,8,3,2,3,3,1,0,34,1,0.7135190569315564,4
1,7,80,2104,6,7,3,3,3,8,18,2,7,9,1,3,1,1,2,0,15,1,0.0011017392511607493,3
1,7,81,1392,1,5,3,3,0,0,3,0,2,2,0,4,1,0,0,0,2,1,0.027144597576003182,1
1,7,82,2124,5,8,3,3,1,2,5,0,3,3,6,1,1,4,0,0,12,1,0.965166285876554,1
1,7,83,1880,3,9,3,3,3,4,5,0,2,2,2,3,0,0,0,0,10,0,0.9389429593844207,0
1,7,84,1009,0,3,3,3,0,0,5,1,3,4,2,0,1,0,0,0,0,0,0.0694794773302696,1
1,7,85,773,2,4,3,3,2,2,-12,0,6,6,0,3,0,0,3,0,6,0,0.028804362325049904,3
1,7,86,77,0,1,3,3,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0.9982538870483115,0
1,7,87,77,0,0,3,3,0,0,-2,0,1,1,0,0,0,0,0,0,0,0,0.08667652447988283,0
1,7,88,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03297718503457037,0
1,7,89,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4457525798680202,0
1,8,90,1680,5,9,3,3,0,0,-5,0,2,2,3,2,0,0,0,0,11,1,0.09928038137411965,0
1,8,91,1874,2,5,3,3,0,0,-13,2,8,10,2,4,2,0,0,0,5,1,0.16102264459294002,2
1,8,92,1294,6,14,3,3,1,3,-4,8,5,13,0,4,0,0,0,3,13,1,0.5960189618522805,0
1,8,93,2362,5,14,3,3,5,8,-7,0,2,2,1,1,1,2,0,0,18,1,0.07886380427653761,1
1,8,94,1876,2,8,3,3,0,0,-8,1,3,4,3,3,0,3,0,1,5,1,0.41663542013641597,0
1,8,95,1506,5,11,3,3,2,2,-4,2,4,6,0,3,0,0,0,1,12,0,0.4037577787155948,0
1,8,96,2052,7,12,3,3,1,2,-4,1,6,7,4,3,1,5,0,0,17,0,0.34475561991899206,1
1,8,97,1084,0,8,3,3,0,0,-2,0,3,3,1,1,0,0,0,0,0,0,0.3376739982013993,0
1,8,98,518,0,3,3,3,0,0,-2,0,1,1,1,2,1,1,0,1,0,0,0.508058060870453,1
1,8,99,77,1,1,3,3,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0.026389435228642566,0
1,8,100,77,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.9000437272895175,0
1,8,101,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22455733065733396,0
1,8,102,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781094380285734,0
2,9,103,1742,0,4,3,3,1,2,-6,2,2,4,1,3,0,1,1,0,1,1,0.9892229222767682,1
2,9,104,2049,8,15,3,3,4,8,1,2,9,11,3,4,1,2,0,2,20,1,0.09601086570223594,1
2,9,105,1991,6,19,3,3,1,3,-6,4,4,8,2,2,0,2,1,1,13,1,0.33317310341706574,1
2,9,106,2048,6,12,3,3,4,6,2,2,5,7,3,2,0,0,0,0,19,1,0.6569779084084663,0
2,9,107,1823,9,15,3,3,0,0,-7,2,0,2,2,1,1,2,0,0,19,1,0.16803238358604344,1
2,9,108,1057,4,7,3,3,0,0,7,1,1,2,3,2,1,3,0,0,9,0,0.26595977532990644,1
2,9,109,580,1,1,3,3,1,1,3,0,1,1,1,2,0,0,0,0,3,0,0.6473894778097535,0
2,9,110,1029,1,2,3,3,0,0,6,0,2,2,0,0,0,1,0,0,2,0,0.8499953018409704,0
2,9,111,1140,2,7,3,3,2,3,2,4,2,6,0,2,1,0,1,0,6,0,0.3191683802541916,2
2,9,112,941,1,3,3,3,0,0,-2,0,0,0,2,1,3,0,0,0,2,0,0.8003997910267643,3
2,9,113,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5032480493337853,0
2,9,114,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6645635789863471,0
2,9,115,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8753937623750001,0
2,10,116,1059,1,2,3,3,0,0,-8,0,3,3,0,1,0,1,0,0,3,1,0.5536963898907387,0
2,10,117,1908,6,14,3,3,5,9,8,5,3,8,2,2,3,2,1,2,17,1,0.2686140754910382,4
2,10,118,1895,9,15,3,3,5,7,0,2,8,10,1,5,0,2,1,1,23,1,0.17744363807457464,1
2,10,119,2414,6,13,3,3,0,0,11,2,7,9,4,2,2,2,0,0,13,1,0.8268122414764952,2
2,10,120,2371,3,9,3,3,2,4,-1,0,5,5,6,2,0,2,0,0,8,1,0.8216069612866885,0
2,10,121,973,2,5,3,3,0,0,-8,1,1,2,0,2,0,1,0,0,5,0,0.610311657616618,0
2,10,122,1029,2,3,3,3,0,0,-6,0,3,3,1,2,0,1,0,0,5,0,0.656227148523606,0
2,10,123,1766,4,8,3,3,0,0,4,0,0,0,6,1,1,2,0,0,10,0,0.8124118309727899,1
2,10,124,984,3,4,3,3,2,4,0,1,2,3,0,6,1,1,1,0,8,0,0.2004083436994849,2
2,10,125,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5696512909841054,0
2,10,126,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3362265409170102,0
2,10,127,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5544148787645701,0
2,10,128,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27434944171788844,0
3,11,129,2388,7,18,3,3,7,8,13,3,2,5,5,2,0,3,0,1,22,1,0.6139187128153021,0
3,11,130,1388,1,1,3,3,1,2,13,2,10,12,0,5,1,3,0,0,3,1,0.4957867464442137,1
3,11,131,2246,13,18,3,3,9,12,23,3,11,14,3,3,1,3,2,3,35,1,0.6551700804613666,3
3,11,132,2302,5,11,3,3,3,4,15,2,3,5,1,1,0,4,1,0,14,1,0.7880173407917864,1
3,11,133,2636,9,19,3,3,3,5,12,0,2,2,10,3,2,1,0,2,22,1,0.06685793452971567,2
3,11,134,1017,1,6,3,3,0,0,-15,0,1,1,1,1,2,0,0,0,2,0,0.014729351830407134,2
3,11,135,538,1,2,3,3,0,0,-15,0,0,0,0,0,0,1,0,1,2,0,0.995922163705588,0
3,11,136,253,1,3,3,3,0,0,-9,1,0,1,0,1,0,0,0,1,2,0,0.46492086511675346,0
3,11,137,554,0,2,3,3,0,0,-10,0,2,2,0,2,0,2,0,2,0,0,0.7964414629226755,0
3,11,138,1080,0,0,3,3,0,0,-2,4,1,5,0,1,1,1,0,0,0,0,0.9024789279762833,1
3,11,139,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394339828586187,0
3,11,140,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7158789753222974,0
3,12,141,1149,1,1,3,3,2,2,-14,0,2,2,0,2,3,0,0,0,4,1,0.16009673640605615,3
3,12,142,2261,5,13,3,3,12,14,-20,2,6,8,4,3,2,1,4,0,22,1,0.11374522891577044,6
3,12,143,829,1,1,3,3,2,3,-14,0,0,0,0,4,0,0,0,0,4,1,0.01774632926138575,0
3,12,144,1535,7,15,3,3,1,2,-16,0,2,2,4,3,2,4,0,1,15,1,0.2988858485687267,2
3,12,145,1313,4,12,3,3,0,0,-15,0,1,1,2,1,0,1,0,1,9,1,0.5969076745066989,0
3,12,146,1730,3,4,3,3,0,0,12,0,3,3,1,2,1,1,1,0,6,0,0.4803468610606384,2
3,12,147,500,0,3,3,3,0,0,-7,1,0,1,0,4,0,1,0,0,0,0,0.890676808073716,0
3,12,148,1430,2,5,3,3,2,4,9,0,1,1,9,3,0,3,0,1,6,0,0.5401132140934565,0
3,12,149,1695,9,13,3,3,1,1,14,0,3,3,1,1,2,0,0,0,23,0,0.8556233349162379,2
3,12,150,1686,4,4,3,3,0,0,19,0,7,7,1,3,1,2,5,0,8,0,0.3524074437292397,6
3,12,151,272,0,2,3,3,0,0,7,0,2,2,0,0,0,0,0,0,0,0,0.16146558087030172,0
3,12,152,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040138006977006535,0
3,12,153,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4548875379743088,0
4,13,154,2056,7,14,3,3,2,2,16,1,5,6,3,3,2,1,0,2,19,1,0.028170671801282077,2
4,13,155,2129,6,10,3,3,2,2,17,0,4,4,3,4,0,1,0,0,16,1,0.98941841634433,0
4,13,156,2408,4,6,3,3,3,8,14,10,14,24,0,2,0,5,4,0,11,1,0.5789757614119379,4
4,13,157,2602,9,17,3,3,8,8,15,1,2,3,7,1,1,6,0,1,28,1,0.676974144517509,1
4,13,158,2281,6,16,3,3,8,8,16,1,6,7,9,4,3,3,0,1,22,1,0.9790613758875708,3
4,13,159,691,2,5,3,3,0,0,-4,0,2,2,0,0,0,0,0,0,6,0,0.15935884081959495,0
4,13,160,877,3,9,3,3,0,0,-11,0,0,0,1,3,0,1,0,0,6,0,0.41685918175603853,0
4,13,161,824,1,5,3,3,0,0,-6,0,2,2,0,1,1,1,0,0,3,0,0.6922563631493166,1
4,13,162,318,0,0,3,3,1,2,-2,0,1,1,0,0,1,0,0,0,1,0,0.5993923163016163,1
4,13,163,214,0,0,3,3,2,2,-5,0,0,0,0,0,0,0,0,0,2,0,0.5153967448673313,0
4,13,164,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7128702191594958,0
4,13,165,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41997434364317965,0
4,13,166,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40425375595752666,0
4,14,167,1246,4,8,3,3,0,0,-22,0,1,1,1,1,1,1,2,0,9,1,0.9455798881772699,3
4,14,168,1762,8,21,3,3,2,3,-30,5,8,13,4,1,1,4,0,0,20,1,0.05257075530956523,1
4,14,170,1816,4,14,3,3,2,2,-21,0,2,2,0,2,0,0,0,0,12,1,0.2617831662435106,0
4,14,171,1659,1,6,3,3,0,0,-32,1,1,2,7,1,1,5,0,0,3,1,0.26093945278655717,1
4,14,172,1162,4,4,3,3,6,6,-4,3,1,4,3,4,3,1,1,0,14,0,0.21643192703593872,4
4,14,173,1462,2,10,3,3,0,0,19,0,3,3,8,5,0,2,0,1,4,0,0.29868406570803185,0
4,14,174,1144,4,8,3,3,0,0,5,3,3,6,2,1,0,2,0,0,8,0,0.17321549175277606,0
4,14,175,1634,5,8,3,3,1,1,12,0,5,5,1,2,2,1,1,1,12,0,0.7925196021487398,3
4,14,176,1382,4,8,3,3,0,0,16,0,2,2,3,3,1,1,0,1,11,0,0.15948929030630232,1
4,14,177,720,5,6,3,3,1,2,12,0,3,3,1,2,0,0,0,0,11,0,0.2933802014454293,0
4,14,178,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618365585562971,0
4,14,179,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9852667404291259,0
4,14,392,413,0,3,3,3,0,0,-5,0,1,1,0,1,0,0,0,1,0,1,0.14042949566086238,0
5,15,180,2380,4,13,3,3,0,0,-12,0,2,2,1,4,2,4,0,0,9,1,0.061111831399095706,2
5,15,181,1888,7,10,3,3,4,4,-6,3,6,9,3,1,0,2,4,0,18,1,0.18052061634643013,4
5,15,182,1523,5,7,3,3,1,2,-29,1,2,3,1,2,1,2,0,1,11,1,0.460100468279074,1
5,15,183,824,0,5,3,3,1,1,-6,0,2,2,3,0,0,0,0,1,1,1,0.4302706768881661,0
5,15,184,1980,6,14,3,3,2,2,-20,0,2,2,5,1,1,1,0,0,18,1,0.6209515350090242,1
5,15,185,1194,1,6,3,3,0,0,-3,1,5,6,1,2,0,1,0,0,2,0,0.4301393605574545,0
5,15,186,2105,1,7,3,3,3,4,0,1,1,2,0,1,2,0,0,0,5,0,0.9314148338394931,2
5,15,187,1132,4,8,3,3,0,2,-2,1,1,2,3,2,4,2,0,0,9,0,0.759249623619288,4
5,15,188,1098,3,6,3,3,0,0,10,4,3,7,0,2,0,4,0,1,7,0,0.5092723334283956,0
5,15,189,276,0,1,3,3,0,0,-2,1,1,2,0,0,0,0,0,0,0,0,0.8130390093557659,0
5,15,190,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9363402603660687,0
5,15,191,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021676105889681274,0
5,16,192,2329,7,12,3,3,5,5,11,0,3,3,3,2,0,3,0,0,22,1,0.6320220760365611,0
5,16,193,1440,7,12,3,3,2,2,4,3,4,7,1,3,0,1,0,0,16,1,0.5810317065917503,0
5,16,194,2339,9,19,3,3,1,1,26,4,7,11,5,2,2,3,2,3,19,1,0.9199907473287454,4
5,16,195,2547,8,13,3,3,2,2,9,1,3,4,4,1,1,0,0,1,18,1,0.6447514896439669,1
5,16,196,1641,0,6,3,3,1,2,11,0,3,3,3,1,4,1,1,0,1,1,0.19293116053810766,5
5,16,197,1833,1,9,3,3,2,2,11,0,1,1,11,2,0,1,0,0,4,0,0.597243385331856,0
5,16,198,1705,6,9,3,3,2,2,5,3,8,11,0,4,1,3,0,0,14,0,0.7868971437400726,1
5,16,199,276,0,0,3,3,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0.39048125140191525,0
5,16,200,290,0,0,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.11305775386219163,1
5,16,201,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939934283548335,0
5,16,202,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02915395717025937,0
5,16,203,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7023089084494518,0
6,17,204,1443,1,6,3,3,0,0,-12,0,6,6,0,1,0,0,0,0,2,1,0.9224070172319048,0
6,17,205,1430,2,3,3,3,0,2,-10,1,5,6,1,4,0,1,0,0,4,1,0.5762411940975471,0
6,17,206,1949,7,9,3,3,0,0,-13,2,8,10,0,4,1,2,0,0,14,1,0.2680811780871497,1
6,17,207,2357,8,14,3,3,0,1,-8,0,2,2,7,3,2,2,0,0,16,1,0.21593312506280504,2
6,17,208,1553,4,11,3,3,2,3,-19,1,0,1,4,2,0,5,0,0,11,1,0.03292845568144964,0
6,17,209,488,1,4,3,3,0,0,-3,1,0,1,0,3,0,0,0,0,2,0,0.48614172109802967,0
6,17,210,1544,4,6,3,3,1,1,3,0,2,2,0,3,2,0,0,0,13,0,0.5809512088740098,2
6,17,211,1129,1,3,3,3,0,0,6,0,0,0,3,2,1,0,0,0,2,0,0.6100803266466147,1
6,17,212,1388,6,11,3,3,2,3,6,0,0,0,1,3,0,4,0,2,17,0,0.23077087055717815,0
6,17,213,349,0,0,3,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0.9491020994028093,0
6,17,214,633,1,3,3,3,0,0,2,0,1,1,1,0,1,0,1,0,2,0,0.7886262090310717,2
6,17,215,137,0,0,3,3,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0.7678167212800108,0
6,17,216,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9384542338026162,0
6,18,217,2333,11,20,3,3,9,11,22,0,7,7,8,2,1,6,0,0,32,1,0.7825840963238168,1
6,18,218,997,1,3,3,3,0,0,2,1,4,5,1,0,1,0,0,0,2,1,0.32969436424899523,1
6,18,219,2057,8,16,3,3,2,3,27,1,3,4,2,0,1,1,0,0,18,1,0.9147979525725413,1
6,18,220,1448,2,4,3,3,0,0,10,0,3,3,0,4,0,1,0,0,5,1,0.3102906856103578,0
6,18,221,2190,4,8,3,3,1,1,9,0,3,3,4,1,0,0,0,0,12,1,0.964278429989093,0
6,18,222,1170,1,4,3,3,0,0,-5,1,2,3,2,2,1,1,0,0,2,0,0.08171725563750909,1
6,18,223,1211,0,1,3,3,1,2,-6,0,0,0,2,1,1,3,0,0,1,0,0.8003994732969107,1
6,18,224,1482,2,5,3,3,2,2,-5,0,4,4,0,1,0,2,0,1,8,0,0.20348625769610518,0
6,18,225,1512,5,5,3,3,3,3,-4,3,4,7,0,3,0,1,2,0,13,0,0.9009871621438034,2
6,18,226,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8423830928158422,0
6,18,227,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622063837335643,0
6,18,228,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4726884237902462,0
6,18,229,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8506831311506637,0
7,19,230,1906,6,16,3,3,0,0,-15,0,1,1,1,3,2,2,1,0,14,1,0.012997330921123096,3
7,19,231,1612,7,13,3,3,2,2,-10,4,4,8,1,2,0,1,0,3,16,1,0.952345424243211,0
7,19,232,2094,6,13,3,3,0,0,-3,7,6,13,6,2,0,3,3,1,12,1,0.8337946941567027,3
7,19,233,2620,5,10,3,3,9,11,-6,2,3,5,11,3,1,3,0,0,20,1,0.9245205597942776,1
7,19,234,2286,7,21,3,3,11,14,-9,3,6,9,7,3,0,0,0,1,25,1,0.6572807216659108,0
7,19,235,1828,4,6,3,3,4,5,15,0,5,5,2,0,1,1,1,0,14,0,0.02113657872275998,2
7,19,236,1043,3,8,3,3,1,2,1,1,4,5,0,4,1,2,0,0,7,0,0.18340177782845346,1
7,19,237,1011,1,1,3,3,1,2,2,1,3,4,0,3,0,1,0,0,3,0,0.7906160656260292,0
7,19,238,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34840665607540633,0
7,19,239,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7575591560440043,0
7,19,240,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025477396192220114,0
7,19,241,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6631190146606116,0
7,19,242,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6402304987852664,0
7,20,243,1775,11,19,3,3,2,3,-1,0,1,1,3,4,1,3,1,0,26,1,0.4138091222777972,2
7,20,244,2370,12,21,3,3,4,6,19,4,10,14,1,1,0,1,2,0,28,1,0.6832319644672197,2
7,20,245,1692,5,9,3,3,0,0,23,8,8,16,0,4,2,2,0,2,10,1,0.8043680120720258,2
7,20,246,1704,5,10,3,3,2,2,2,3,2,5,2,3,0,2,1,1,14,1,0.2167988755654996,1
7,20,247,2306,7,17,3,3,1,3,6,1,2,3,13,5,1,1,0,1,20,1,0.22632302007242844,1
7,20,248,1215,2,5,3,3,0,1,3,0,0,0,0,1,0,2,0,0,4,0,0.869981282768078,0
7,20,249,681,0,4,3,3,0,0,-3,3,4,7,1,3,0,0,0,0,0,0,0.3265824267330816,0
7,20,250,807,1,4,3,3,0,0,-12,0,1,1,0,1,0,0,0,1,2,0,0.9312547710392945,0
7,20,251,1397,3,6,3,3,6,6,-1,0,2,2,8,3,1,0,0,0,12,0,0.18779585271877708,1
7,20,252,452,0,2,3,3,0,0,-11,0,1,1,0,1,0,0,1,0,0,0,0.23963742309307656,1
7,20,253,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978908009559998,0
7,20,254,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7275443638940163,0
7,20,255,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35512829081729747,0
8,21,256,1493,2,3,3,3,0,1,-4,0,3,3,2,3,0,1,0,0,5,1,0.6136677367987744,0
8,21,257,2130,7,10,3,3,4,4,-11,0,3,3,4,5,4,3,3,0,23,1,0.7195292202323744,7
8,21,258,1617,3,8,3,3,2,3,11,2,3,5,2,3,1,1,0,0,8,1,0.34650147378824236,1
8,21,259,2074,8,16,3,3,0,0,-3,0,3,3,4,2,0,3,0,0,19,1,0.02307489014157227,0
8,21,260,2028,7,14,3,3,2,2,1,1,8,9,9,3,3,3,0,0,16,1,0.19533710480825506,3
8,21,261,1078,3,8,3,3,0,0,-7,0,1,1,3,4,0,5,0,0,6,0,0.472198972897227,0
8,21,262,1239,2,3,3,3,1,7,-16,1,8,9,0,1,0,2,3,0,5,0,0.7758234171878938,3
8,21,263,1148,3,8,3,3,3,3,-5,2,2,4,1,2,1,0,0,0,10,0,0.10358711870155357,1
8,21,264,852,0,5,3,3,0,0,-9,0,0,0,0,2,1,1,0,0,0,0,0.4307840259171186,1
8,21,265,742,1,2,3,3,0,0,3,0,3,3,0,2,1,1,0,0,3,0,0.4202546958076414,1
8,21,266,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19406499125880106,0
8,21,267,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820188194153437,0
